贺拔岳 阿斗泥
白珽 廷玉
东野玘 廷玉
侯琎 廷玉
柳瑛 廷玉
袁琪 廷玉
林魁 廷元
郑三才 廷赞
郎际昌 廷瓒
沐璘 廷章
过仪 廷章
赵善瑛 廷章
夏崇文 廷章
姚黼 廷章
郭绅 廷章
龚烱 廷璋
李纲 廷张
陈建 廷肇
张琦 廷珍
徐待聘 廷珍
刘琦 廷珍
吴缜 廷珍
宋玉 廷珍
戴珊 廷珍
吕纪 廷振
王谔 廷直
史忠 廷直
赵弼 廷直
唐侃 廷直
黄谔 廷直
屠琛 廷贽
秦 廷贽
范世京 廷祖
宋之才 廷佐
谢佑 廷佐
卢雍 廷佐
华仲贤 廷佐
莫相 廷佐
许仕达 廷佐
沈绍宾 廷作
黄与坚 庭表
胡一桂 庭芳
强珍 庭贵
冒鸾 庭和
耿橘 庭怀
王迪简 庭吉
潘牥 庭坚
高瑶 庭坚
谢瑾 庭兰
顾嘉颖 庭如
茅镛 庭韶
宋旅 庭实
王立阶 庭式
张愉曾 庭硕
曾畹 庭闻
黄澄 庭闻
梁兰 庭秀
陶正祥 庭学
李元礼 庭训
陈闻诗 庭训
谢野臣 庭逸
戴永槐 庭荫
董槐 庭植
吕耀斗 庭芷
景星杓 亭北
崔骃 亭伯
王明弼 亭二
金士松 亭立
胡大年 亭山
宇文绍节 艇臣
骆钟麟 挺生
周德清 挺斋
李之才 挺之
司马堙 通伯
何群 通夫
何兆瀛 通甫
鲁一同 通甫
钱逵 通甫
胡大海 通甫
陈起书 通甫
袁易 通甫
丘义 通济
杨楫 通老
黄中 通老
李周 通理
沈愚 通理
裴识 通理
葛从周 通美
丘处机 通密
陶弘景 通明
萧晔 通明
林子冲 通卿
欧阳通 通师
林灵素 通叟
舒津 通叟
神悟 通性
刘处元 通玄
王睿 通耀
范淑泰 通也
可朱浑 通元
何溥 通远
伍仲休 通远
吴明彻 通昭
乙弗朗 通照
谭处端 通正
杨大异 同伯
陈仁子 同甫
戴启宗 同父
陈亮 同父
尤交 同父
曾协 同季
王概 同节
陈自舜 同亮
胡亦常 同谦
陈泰交 同倩
张侗 同人
朱家民 同人
尤侗 同人
林侗 同人
刘侗 同人
储欣 同人
尹旻 同仁
郭僎 同升
刘祥道 同寿
傅寅 同叔
何异 同叔
晏殊 同叔
史弥远 同叔
杨揆 同叔
詹同 同文
赖礼 同文
龚颖 同秀
余采 同野
王梃 同野
沈恒吉 同斋
陈少方 同之
弘济 同舟
钱润征 侗庵
张惟赤 侗孩
叶藩 桐初
蔡以封 桐川
朱炎 桐川
俞长城 桐川
何宗韩 桐藩
宋应昌 桐冈
殷峄 桐高
徐峄 桐华
林伯桐 桐君
管风苞 桐南
李绂麟 桐圃
洪梧 桐生
赵铭 桐孙
沈起凤 桐威
朱凤标 桐音
朱世绣 桐园
程善庆 桐云
吴大廷 桐椎
陈搏 图南
吴应鹏 图南
林搏 图南
刘翔 图南
萧鹏搏 图南
万云鹏 图南
龙鲲 图南
车腾芳 图南
张冲 图南
孙鹏 图南
吴仪一 瑹符
萧柳 徒门
孙克恕 推之
陈文述 退庵
谢金銮 退谷
郑大进 退谷
袁皓 退山
洪储 退翁
赵憬 退翁
俞汝尚 退翁
刘弥正 退翁
陈思谦 退之
韩愈 退之
林旭 暾谷
周春 芚兮
萧挞凛 驼宁
章望 酡之
毕义云 陀儿
贾黄中 娲民
裴聿 外兴
邓石如 顽伯
饶若蒙 完白
郎兆玉 完白
朱祖文 完夫
胡宗愈 完夫
妫皓 完起
王翊 完勋
朱宏仁 完一
沈宜修 宛君
李尧文 宛林
杨宛 宛淑
魏长生 婉卿
张纶英 婉紃
顾瑶华 畹芬
顾蔼吉 畹先
任兰生 畹香
闵怀英 畹余
虞沅 畹之
王孙兰 畹仲
迮朗 卐川
檀道鸾 万安
车济 万度
顾于观 万峰
辛祥 万福
侯景 万景
樊万 万里
周鹏 万里
彭通 万里
吴鹏 万里
方回 万里
王万 万里
史鹏 万里
董梦程 万里
彭程 万里
何琦 万伦
孟嘉 万年
周起 万卿
万汪 万顷
汪深 万顷
汪涯 万顷
尔朱兆 万仁
林雍 万容
谢万 万石
刘敬宣 万寿
贺娄子斡 万寿
沈应山 万松
李远 万岁
顾惇量 万陶
文泰 万通
徐豁 万同
曹 万为
吴守一 万先
余福 万祥
董杰 万英
王士和 万育
郁松年 万枝
曹鼐 万钟
李可秩 万宗
邵囦 万宗
杨翊 王臣
蔡仲舒 王臣
任源祥 王谷
梁无技 王顾
陈昭衮 王九
乌思道 王路
刘畴 王乔
窦婴 王孙
荣广 王孙
韩嫣 王孙
王宗谨 王钊
高俨 望公
吴熊光 望昆
徐师回 望圣
周修 望舒
卢宗回 望渊
吕嘉问 望之
宋仪望 望之
卞壶 望之
窦俨 望之
董俨 望之
邹文苏 望之
戴邈 望之
杨纮 望之
来俨然 望之
孟洋 望之
齐祖望 望子
周纯 忘机
赵与虎 威伯
邹容 威丹
杨虑 威方
郑锜 威甫
杨仪 威公
赵苞 威豪
王规 威明
薛强 威明
皇甫规 威明
沈戎 威卿
严颢 威卿
徐世隆 威卿
程震 威卿
马严 威卿
敬俨 威卿
刘琰 威硕
士燮 威彦
王震 威远
韦稜 威直
吴振武 威中
孔昭孔 微明
赵密 微叔
刘显 微之
李心传 微之
周玄 微之
元稹 微之
陈维德 微之
梁君 微之
吕大防 微仲
唐景崧 薇卿
黄式三 薇香
何玉梁 韦江
冯学易 韦卿
高其佩 韦之
俞奕曾 唯父
俞师鲁 唯通
王学曾 唯吾
董汉策 帷儒
马怀素 惟白
萧旸 惟宾
张贞观 惟诚
李赞 惟诚
王献 惟从
吴尚铉 惟鼎
姚沾 惟恩
郭郛 惟藩
欧阳廪 惟功
卓敬 惟恭
萧愿 惟恭
魏学曾 惟贯
良燮 惟和
郑民衷 惟和
徐熥 惟和
成务 惟几
林懋和 惟介
黎民表 惟敬
缪宗周 惟静
陈九川 惟浚
顾广誉 惟康
吾谨 惟可
王纪 惟理
冯汝弼 惟良
吴士功 惟亮
钱唐 惟明
徐勃 惟起
冀元亨 惟乾
颜木 惟乔
段敏 惟勤
唐广 惟勤
洪湛 惟清
祝景 惟清
杨言 惟仁
黎民怀 惟仁
祝瀚 惟容
蔚能 惟善
彭宝 惟善
何良臣 惟圣
周信 惟实
高应芳 惟实
张文介 惟守
谢忱 惟寿
方见 惟素
孔至 惟微
王简 惟文
黄简 惟文
商吾 惟吾
吴百朋 惟锡
王吴 惟夏
顾应祥 惟贤
尹焕 惟晓
何衷 惟孝
易倣之 惟效
刘 惟馨
邹用 惟信
轩輗 惟行
吴时赤 惟修
徐纪 惟修
马俊 惟秀
孔毓功 惟叙
刘禄 惟学
金俊 惟一
罗成功 惟一
冯吉 惟一
黄秉中 惟一
汪守和 惟衣
陈桷 惟宜
李言恭 惟寅
钱本成 惟寅
陈汝秩 惟寅
邓仑 惟玉
宋明 惟远
窦明 惟远
陆引 惟远
杨博 惟约
邵嵩 惟岳
徐峤之 惟岳
祁敕 惟允
陈汝言 惟允
夏原吉 惟喆
姚一元 惟贞
论瑀 惟贞
李颐 惟贞
祝萃 惟贞
李毂 惟珍
吉人 惟正
李贡 惟正
杨端 惟正
方慎从 惟之
郑申之 惟之
郑史 惟直
班恕 惟志
汪正 惟中
朵尔直班 惟中
严嵩 惟中
唐枢 惟中
李好文 惟中
张筹 惟中
黄武 惟周
何国材 维楚
杨守隅 维德
罗汝芳 维德
姚涞 维东
萧奭斗 维斗
杨廷枢 维斗
王宪 维纲
宗周 维翰
秦岳 维翰
刘一相 维衡
黄熙 维缉
朱熊 维吉
徐申 维降
张时彻 维静
沈澜 维涓
胡崋 维峻
欧阳序 维礼
蔡懋德 维立
杨守阯 维立
唐邦佐 维良
完颜承晖 维明
杨以睿 维明
都昂 维明
李本固 维宁
张岳 维乔
刘谨 维勤
张业 维勤
赵筼翁 维青
王志熙 维清
李祯 维卿
李振裕 维饶
罗侨 维升
万祺 维寿
张瑞 维四
刘朴 维素
陈淳 维素
王邦瑞 维贤
梁明翰 维宪
吴鼎 维新
钟化民 维新
杨守陈 维新
叶铬臻 维新
傅鼎铨 维新
廖纪 维修
周希圣 维学
杨道宾 维彦
叶新 维一
蒋恭棐 维御
邹钦尧 维则
谢绶 维章
黄文焕 维章
杨守随 维贞
王祯 维祯
刘桢 维桢
许国 维桢
丘上仪 维正
毛纪 维之
许申 维之
黄经 维之
刘廷传 维中
卢之翰 维周
杨以俨 维庄
卢商 为臣
李宝臣 为辅
吴英 为高
赵文炳 为光
卢儒 为己
李云翔 为霖
夏熙泽 为霖
林允昌 为磐
杨安辨 为山
杜正藏 为善
孔维 为则
丁应璧 为章
曹炳曾 为章
袁士龙 为之
曹家中 为质
冯勤 伟伯
袁彖 伟才
杜杞 伟长
司马勋 伟长
施男 伟长
徐干 伟长
司马紘 伟德
孙之宏 伟夫
周防 伟公
张克嶷 伟公
李肃 伟恭
黄渊耀 伟恭
贾彪 伟节
冯伟 伟节
邳彤 伟君
吴章 伟君
许杨 伟君
曹元俊 伟君
张茂 伟康
刘弇 伟明
符融 伟明
谢承 伟平
吴廷珍 伟卿
邓晨 伟卿
王杰 伟人
冯伟 伟人
顾觊之 伟仁
华表 伟容
潘霨 伟如
冯艾子 伟寿
王观 伟台
丘联恩 伟堂
杨溥 伟涛
陈起凤 伟望
王裒 伟元
胡综 伟则
赵昂 伟章
丘杰 伟峙
王绩灿 伟奏
索袭 伟祖
周铨 纬苍
林藻 纬乾
卢象 纬卿
孙绍武 纬文
韩海 纬五
张星鉴 纬余
陈维岳 纬云
胡世琦 玮臣
曹鉴冰 苇坚
智舷 苇如
顾震 苇田
陈撙 苇汀
宋宾王 蔚如
王业 蔚上
蒋文庆 蔚亭
李世芳 蔚文
雅尔哈善 蔚文
陆在新 蔚文
褚贲 蔚先
李茂春 蔚元
乐蔼 蔚远
顾汝敬 蔚云
钱徽 蔚章
郎茂 蔚之
范晔 蔚宗
薛时雨 慰农
程兆彪 慰书
丁谓 谓之
任熊 渭长
赵希璜 渭川
郑永禧 渭川
庄日璜 渭川
曹曰瑛 渭符
熊 渭公
蒋伊 渭公
曹亮武 渭梁
李周望 渭湄
王协梦 渭南
李澄中 渭清
汤渊 渭泉
方象瑛 渭仁
卢渭 渭生
赵磻老 渭师
霍韬 渭先
王恩浦 渭扬
徐熊飞 渭扬
陆家振 渭英
易宏 渭远
吕璜 渭占
余璜 渭征
陆天锡 畏苍
史虚白 畏名
沈宠 畏思
李威 畏吾
钱世庄 畏斋
仲简 畏之
萧俨 畏之
桂馥 未谷
林有望 未轩
汪大年 未央
宋之盛 未有
江忠义 味根
熊成基 味根
傅桐 味琴
洪寻 味须
沈虹 卫梁
庄受祺 卫生
唐琦 卫士
方中通 位伯
史承谦 位存
彭永思 位存
黄配元 位两
李通理 位清
吴台硕 位三
纪磊 位三
沈近思 位山
徐文靖 位山
邵懿辰 位西
魏耕 魏楚
汪相 魏夫
王琦 魏公
汪沨 魏美
陆绛 魏卿
元悰 魏庆
邓润甫 温伯
邵畴 温伯
杨文思 温才
杨文纪 温范
张即之 温夫
陆璥 温夫
曾国华 温甫
韩玉 温甫
徐珦 温甫
吴居士 温父
褚玠 温理
朱瑶 温琪
郑瓘 温卿
薛珏 温如
赵雄 温叔
欧阳直卿 温叟
萧琮 温文
杨廷章 温玉
陆琰 温玉
李珙 温之
祝弘舒 文安
陈表 文奥
范骧 文白
张治 文邦
孙敬 文宝
向条 文豹
朱蔚 文豹
张辅 文弼
马琬 文璧
裴日英 文璧
宋尹文 文璧
饶瑄 文璧
唐次 文编
鲍彪 文彪
芮玄 文表
王商 文表
葛泰 文彬
李质 文彬
夏廷烨 文炳
王磐 文炳
崔胪 文炳
董钧 文伯
曾岳 文伯
徐次铎 文伯
李士瑸 文伯
利元吉 文伯
武都 文伯
俞焕章 文伯
王允文 文伯
王朴 文伯
丁黼 文伯
王况 文伯
王况 文伯
董景道 文博
朱灵 文博
鲍出 文才
汪奎 文灿
张籍 文昌
赵彦橚宋代人 文长
杨骏 文长
徐渭 文长
何彬然 文长
魏延 文长
柳恽 文畅
许廓 文超
张鷟 文成
向腾蛟 文赤
韩盛 文炽
倪端 文初
司空曙 文初
谭掞 文初
赵咨 文楚
徐伯珍 文楚
萧伟 文达
李通 文达
辛普明 文达
王杰 文达
胡质 文德
蔡款 文德
乐颐 文德
张兴世 文德
陈宣 文德
钱俶 文德
明亮 文德
湛重 文叠
金铉 文鼎
刘君贤 文定
陆淞 文东
赵左 文度
邓韨 文度
邓黻 文度
孙晷 文度
陈则 文度
吴文泰 文度
尤安礼 文度
王坦之 文度
董征 文发
邓约礼 文范
柳楷 文范
刘长卿 文房
伍佐 文峰
程质 文夫
赵贲亨 文甫
黄宏宪 文甫
吕申 文甫
朱鸿谟 文甫
阎佐 文辅
俞友仁 文辅
裴芬之 文馥
李群 文干
成彦雄 文干
陈棐 文冈
苻登 文高
袁最 文高
樊梵 文高
何敞 文高
郑浑 文公
张步 文公
赵焕 文光
华昶 文光
宋显章 文光
朱射斗 文光
潘璋 文圭
郑元礼 文规
张迪 文海
王籍 文海
皇甫焯 文含
贾诩 文和
郑冲 文和
柳庆远 文和
玄贺 文和
董任 文衡
陶铨 文衡
凌嘉印 文衡
朱铨 文衡
刘璩 文衡
谢彬 文侯
丁斐 文侯
毛炳 文虎
冀绮 文华
霍荣 文华
曹英 文华
李日茂 文华
赵廷美 文化
管鲸 文化
许棠 文化
周南 文化
邵南 文化
萧贲 文奂
杨应奎 文焕
刘丙 文焕
钱奂 文焕
陈瑸 文焕
吴兆璧 文焕
成功 文焕
华燧 文辉
沐斌 文辉
西密扬阿 文晖
文种 文会
杨集 文会
高柔 文惠
岳璇 文玑
史伯璇 文玑
鲍君徽 文姬
蔡琰 文姬
陈熙 文缉
陈详 文几
阮研 文几
周津 文济
韦维 文纪
张纲 文纪
李纲 文纪
裴徽 文季
钱文子 文季
朱晖 文季
司马朴 文季
裴嶷 文冀
蔡烈 文继
景毅 文坚
姜俭 文简
苏章 文简
熊纬 文江
黄滔 文江
法雄 文疆
韩馥 文节
汪藻 文洁
乐预 文介
陆士仁 文近
戴进 文进
王琦 文进
杨能 文敬
邵圭 文敬
郑愔 文靖
赵默 文静
萧渊 文静
王虚之 文静
杨珧 文琚
杨翮 文举
孙之翰 文举
倪称 文举
张特立 文举
许子儒 文举
郭文 文举
常达 文举
李昂 文举
孔融 文举
白华 文举
句龙骧 文举
伍廷芳 文爵
戴梓 文开
袁成 文开
沈光文 文开
王延寿 文考
通复 文可
吴景奎 文可
屠奎 文奎
朱应辰 文奎
江澜 文澜
阎生斗 文澜
李瀚 文澜
李观 文澜
边让 文礼
刘瓆 文理
伍钝 文琏
陆容 文量
裴粲 文亮
韩镛 文亮
曹休 文烈
桓晔 文林
张芹 文林
颜斐 文林
史简 文令
芮良 文鸾
张绪 文纶
赵思温 文美
李勖 文勉
于懋 文勉
孙紘 文冕
王逊志 文敏
韦丹 文明
韦绚 文明
萧映 文明
萧显 文明
义净 文明
郑絪 文明
应景 文明
焦显 文明
贺革 文明
高重 文明
刘灵哲 文明
吴彤 文明
方盱 文明
刁冲 文明
陈凤梧 文鸣
顾文渊 文宁
朱国祯 文宁
傅应兆 文聘
费缉 文平
常播 文平
张超 文圃
廖扶 文起
冯跋 文起
沈钦韩 文起
文震孟 文起
顾八代 文起
严球 文器
彭宁求 文洽
乐进 文谦
张来 文潜
黄香 文强
洪钧 文卿
姜彧 文卿
倪朴 文卿
储泳 文卿
杨芾 文卿
孙应奎 文卿
黄朴 文卿
祝明 文卿
宋儒 文卿
谭钟麟 文卿
窦从周 文卿
王纬 文卿
韦庆 文庆
边贺 文庆
翟云升 文泉
鲍昱 文泉
杨戏 文然
张行成 文饶
刘宽 文饶
李德裕 文饶
赵俞 文饶
蔡薿 文绕
孙矿 文融
刘章 文孺
赵讽 文孺
杨涟 文孺
王贲 文孺
刘奎 文瑞
谈一风 文瑞
邓显麒 文瑞
郭玺 文瑞
高翔麟 文瑞
康麟 文瑞
干凤 文瑞
柳忱 文若
黄大鹏 文若
崔彧 文若
荀或 文若
元彧 文若
于翼 文若
杨嗣昌 文弱
王梦篆 文沙
崇绮 文山
李群玉 文山
王隆 文山
连镛 文韶
柳憕 文深
樊深 文深
周复 文生
卫玄 文升
屠应埈 文升
汪士鋐 文升
司马皓 文升
郦炎 文胜
李衍 文盛
吴郁 文盛
邵蕃 文盛
颜隆 文盛
苘匠 文师
苏则 文师
陈德文 文石
杨信 文实
郑诚 文实
沈城 文实
邵贯 文实
任昉 文始
李孟传 文授
杨绳武 文叔
范仲黼 文叔
钱文 文叔
黄度 文叔
黄裳 文叔
梁瑑 文叔
潘友文 文叔
潘修 文叔
李格非 文叔
吴涣 文叔
寿良 文淑
戴陵涛 文淑
杨异 文殊
柳悦 文殊
王昶 文舒
裴衍 文舒
王衍 文舒
汪涟 文水
祝钦明 文思
桂宗儒 文薮
孙应奎 文宿
杨朴 文素
范质 文素
蒋陈锡 文孙
李昌祚 文孙
徐渭仁 文台
郎葆辰 文台
袁江 文涛
沈承焕 文陶
朱鉴 文藤
聂友 文悌
任兆麟 文田
刘闻 文廷
柳惔 文通
刘师贞 文通
畅亨 文通
杨济 文通
叶昼 文通
冯弘 文通
习郁 文通
高凤 文通
崔广 文通
张匡 文通
张璪 文通
沈遘 文通
周纡 文通
吴彻 文通
皮光业 文通
江淹 文通
席书 文同
费祎 文伟
郭威 文伟
顾综 文伟
李郁 文纬
俞文豹 文尉
窦威 文尉
路粹 文蔚
尚野 文蔚
聂豹 文蔚
钱良臣 文魏
漆希范 文翁
张泽楘 文五
王宗阮 文武坚
卫周祚 文锡
潘赐 文锡
俞雍 文熙
江梓 文遐
吴兆宫 文夏
杨彪 文先
施世纶 文贤
周世选 文贤
黄昭道 文显
陈大猷 文献
陆云锦 文襄
戴奎 文祥
项麒 文祥
习祯 文祥
陈应和 文祥
陆定 文祥
石天麟 文祥
刘冲 文翔
高道悦 文欣
都嗣诚 文信
裴潜 文行
萧德言 文行
薛震 文雄
萧吉 文休
许靖 文休
归昌世 文休
陈文中 文秀
蓝章 文绣
廖谟 文续
焦度 文续
崔庠 文序
刘慧斐 文宣
凌吉 文学
缪斐 文雅
杨敷 文衍
归蔼 文彦
袁泌 文洋
翁承赞 文尧
赵孟奎 文耀
桑荣 文耀
陈炜 文耀
赵整 文业
汪灏 文漪
李叔义 文宜
江彬 文宜
谢该 文仪
陈鸿 文仪
汪遂 文仪
王连 文仪
杨仁 文义
董六泉 文毅
张孝秀 文逸
张大渊 文懿
穆世杰 文英
沐英 文英
吴騵 文英
宋子环 文莹
龚镇海 文溁
秦逵 文用
董以宁 文友
檀敷 文有
席启图 文舆
许尚远 文羽
董玘 文玉
杜瑛 文玉
王与玟 文玉
宋玖 文玉
苏瓒 文玉
张掞 文裕
盛洪 文裕
刘汝懋 文郁
刘兰 文郁
郑泉 文渊
谢海 文渊
寇深 文渊
宋齐愈 文渊
马援 文渊
曹弘 文渊
楼澄 文渊
周湛 文渊
羊深 文渊
魏源 文渊
许占魁 文元
孙一奎 文垣
裴植 文远
鲁超 文远
郭傅 文远
徐旷 文远
祖冲之 文远
张辽 文远
邓绾 文约
萧励 文约
韩遂 文约
高怿 文悦
吴庆之 文悦
法海 文允
边洵 文允
王质 文蕴
杨乘 文载
查厚 文载
曾䡵 文载
乐详 文载
王光国 文载
司马顒 文载
黄中理 文在
吴范 文则
于禁 文则
宋愿 文斋
钟鼎 文昭
黄中美 文昭
陈麟 文昭
陶宗暹 文昭
周炅 文昭
朱黼 文昭
罗明 文昭
王彰 文昭
王缜 文哲
钟若玉 文贞
孔广铭 文箴
屈蟠 文珍
何栗 文缜
葛镛 文振
郑南升 文振
万升 文振
杜铎 文振
林公玉 文振
吕铎 文振
丘铎 文振
王诏 文振
姚岳 文镇
夏方 文正
张纪 文正
黄质 文之
上官涣然 文之
朱野 文之
朱谋壑 文之
罗万藻 文止
刘仲质 文质
万斌 文质
卢彬 文质
袁彬 文质
饶政 文质
古朴 文质
王彬 文质
孙冕 文中
孙 文中
高应冕 文中
刘醇 文中
李彬 文中
吴彬 文忠
黄节 文仲
翟义 文仲
段铎 文仲
秦约 文仲
吴安国 文仲
魏尚 文仲
杜镐 文周
张翚 文翥
戴栩 文子
计然 文子
卢元昌 文子
缪曰藻 文子
徐邦宪 文子
顾九苞 文子
王稜 文子
源彪 文宗
上官周 文佐
阙岚 雯山
邹世闻 闻达
蒋薰 闻大
思聪 闻复
广印 闻谷
葛祖亮 闻桥
林一鸣 闻卿
沈永令 闻人
梁 闻山
拜住 闻善
蒋允仪 闻韶
陈间 闻生
涂迪惠 闻诗
孙慎行 闻斯
沈皋 闻天
陈鹤 闻野
蔡世远 闻之
林宗放 问礼
徐橡 问蘧
博尔都 问亭
刘奇 问之
郭解 翁伯
马体孝 翁恒
吴稼登 翁晋
尹更始 翁君
韩歆 翁君
召信臣 翁卿
王贺 翁孺
屈大均 翁山
马日磾 翁叔
金日磾 翁叔
王式 翁思
赵充国 翁孙
盛彦 翁子
牛买臣 翁子
陆野 我谋
孙绍祖 我山
陈嘉谟 我师
张经 我丝
许文岐 我西
姜名武 我扬
江为龙 我一
卫哲治 我愚
沈大成 沃田
方式济 沃园
严英 卧山
时建亭 乌郎
俞塞 吾体
许炯 吾野
潘凤 梧山
堵简 无傲
李流谦 无变
陈荣杰 无波
杨补 无补
欧阳楚翁 无尘
陆弼 无从
刘迎 无党
曾三复 无玷
可从 无方
乔崇烈 无功
陈懋仁 无功
高绩 无功
王绩 无功
李直养 无害
葛天民 无怀
沈守正 无回
李行中 无悔
朱彧 无惑
尤大公 无己
泛胜 无忌
杨希闵 无间
郭巩 无疆
赵时远 无近
邵灯 无尽
刘克逊 无兢
王竟 无竞
王维烈 无竞
焦养直 无咎
孙瑾 无咎
韩元吉 无咎
万元吉 无咎
侯可 无可
赵君锡 无愧
唐万民 无沴
王甡 无量
王艮 无闷
陈字 无名
汪起凤 无明
王式 无倪
黄颇 无颇
葛徵奇 无奇
吴士奇 无奇
汪之瑞 无瑞
张思齐 无山
艾显 无山
汪挺 无上
潘之淙 无声
智圆 无外
范周 无外
于慎思 无妄
寿宁 无为
杜中立 无为
魏学诚 无伪
苏威 无畏
道璨 无文
明聪 无闻
韩咸 无我
卓晚春 无仙子
元净 无象
孙自修 无修
费元禄 无学
黄守中 无言
孙默 无言
刘焘 无言
曾三异 无疑
王宏撰 无异
夏熙臣 无易
兰完植 无翳
谢奕 无奕
冯慈明 无逸
孙逸 无逸
曾三聘 无逸
韦虚心 无逸
谢逸 无逸
宋僖 无逸
周之训 无逸
刘宁业 无虞
方从义 无隅
项公悦 无欲
李贞佐 无欲
陈言 无择
曾应遴 无择
善住 无住
克勤 无著
吴舒凫 吴山
吴广 吴叔
陆舜 吴州
张吾贵 吴子
朱百度 午桥
程梦星 午桥
袁甲三 午桥
雷子霖 午天
徐纥 武伯
汪份 武曹
朱彬 武曹
张烈 武承
崔述 武承
孟表 武达
武士逸 武逖
何士晋 武莪
綦连猛 武儿
冯绳祖 武甫
范缵 武公
喻成龙 武功
支隆求 武侯
唐之凤 武会
张谅 武冀
李安 武龙
偶桓 武孟
胡宿 武平
邓子龙 武桥
徐奭 武卿
贾宗 武孺
龚士燕 武仕
徐钺 武叔
严实 武叔
魏光绪 武韬
顾梦圭 武祥
武士蒦 武信
单 武宣
胡烈 武阳
彭伉 武沂
王绳曾 武夷
刘世珍 武夷
李良年 武贞
余煌 武仲
傅毅 武仲
刘整 武仲
赵范 武仲
彭珰 武仲
杨桓 武子
施宿 武子
范甯 武子
徐树丕 武子
王济 武子
司马通国 武子
平胤 武子
张良臣 武子
陶之典 五徽
韩应龙 五云
林圭 悟广
勒方锜 悟九
沈齐贤 寤伊
谢师稷 务本
彭远 务本
许善心 务本
杜恕 务伯
陆游 务观
彭行先 务敏
杜宽 务叔
关播 务先
戴本孝 务旃
韦黯 务直
杜理 务仲
林鸿年 勿村
王棠 勿翦
张勉 希安
房皓 希白
钱易 希白
刘应李 希泌
方用 希才
张守约 希参
许仲宣 希粲
张明道 希程
储惟德 希崇
程昊 希大
乔宇 希大
王汶 希道
赵元偓 希道
刘庠 希道
盛端明 希道
郑惇方 希道
贾同 希得
余发林 希董
王洪 希范
刘洪 希范
刘珏 希范
丘迟 希范
姜洪 希范
顾野王 希冯
程瑞 希凤
王承衍 希甫
郑琏 希贡
南剑 希古
任敬臣 希古
田顼 希古
潘鉴 希古
程文潞 希古
张淳 希古
